1e+07,0.00130072,0.0247007,7.39243e-11
2e+07,0.00850179,0.0686393,4.45623e-10
3e+07,0.030451,0.117218,1.47087e-09
4e+07,0.0794229,0.161085,3.5357e-09
5e+07,0.169151,0.197186,6.94665e-09
6e+07,0.31275,0.22588,1.18695e-08
7e+07,0.521228,0.248621,1.83255e-08
8e+07,0.802768,0.266885,2.62246e-08
9e+07,1.16264,0.281833,3.54094e-08
1e+08,1.60348,0.294305,4.56943e-08
1.1e+08,2.12577,0.304893,5.68926e-08
1.2e+08,2.7283,0.314015,6.88318e-08
1.3e+08,3.40865,0.321972,8.13607e-08
1.4e+08,4.16352,0.328987,9.43508e-08
1.5e+08,4.98905,0.335226,1.07695e-07
1.6e+08,5.88106,0.340819,1.21304e-07
1.7e+08,6.83522,0.345865,1.35107e-07
1.8e+08,7.84717,0.350445,1.49044e-07
1.9e+08,8.91266,0.354624,1.63067e-07
2e+08,10.0275,0.358456,1.77136e-07
2.1e+08,11.1878,0.361984,1.91221e-07
2.2e+08,12.3898,0.365245,2.05294e-07
2.3e+08,13.63,0.368269,2.19334e-07
2.4e+08,14.9051,0.371084,2.33326e-07
2.5e+08,16.212,0.373711,2.47253e-07
2.6e+08,17.5479,0.37617,2.61107e-07
2.7e+08,18.9102,0.378476,2.74876e-07
2.8e+08,20.2963,0.380646,2.88555e-07
2.9e+08,21.7041,0.38269,3.02138e-07
3e+08,23.1314,0.38462,3.15619e-07
3.1e+08,24.5764,0.386447,3.28997e-07
3.2e+08,26.0371,0.388178,3.42267e-07
3.3e+08,27.512,0.389822,3.55428e-07
3.4e+08,28.9996,0.391385,3.68479e-07
3.5e+08,30.4983,0.392873,3.81419e-07
3.6e+08,32.0069,0.394293,3.94247e-07
3.7e+08,33.5242,0.395648,4.06963e-07
3.8e+08,35.049,0.396944,4.19567e-07
3.9e+08,36.5802,0.398185,4.32059e-07
4e+08,38.1169,0.399373,4.4444e-07
4.1e+08,39.6581,0.400514,4.5671e-07
4.2e+08,41.203,0.401609,4.68871e-07
4.3e+08,42.7507,0.402662,4.80921e-07
4.4e+08,44.3006,0.403675,4.92863e-07
4.5e+08,45.8519,0.40465,5.04698e-07
4.6e+08,47.4039,0.405591,5.16425e-07
4.7e+08,48.9562,0.406497,5.28046e-07
4.8e+08,50.5079,0.407373,5.39562e-07
4.9e+08,52.0588,0.408219,5.50973e-07
5e+08,53.6081,0.409036,5.62281e-07
5.1e+08,55.1555,0.409827,5.73486e-07
5.2e+08,56.7005,0.410593,5.84589e-07
5.3e+08,58.2427,0.411335,5.95591e-07
5.4e+08,59.7817,0.412054,6.06493e-07
5.5e+08,61.3172,0.412751,6.17295e-07
5.6e+08,62.8487,0.413428,6.27998e-07
5.7e+08,64.3759,0.414085,6.38603e-07
5.8e+08,65.8986,0.414723,6.4911e-07
5.9e+08,67.4165,0.415343,6.59521e-07
6e+08,68.9292,0.415946,6.69836e-07
6.1e+08,70.4365,0.416533,6.80055e-07
6.2e+08,71.9383,0.417104,6.9018e-07
6.3e+08,73.4342,0.417661,7.0021e-07
6.4e+08,74.924,0.418202,7.10147e-07
6.5e+08,76.4076,0.418731,7.1999e-07
6.6e+08,77.8847,0.419246,7.29741e-07
6.7e+08,79.3552,0.419748,7.394e-07
6.8e+08,80.8189,0.420238,7.48967e-07
6.9e+08,82.2757,0.420716,7.58443e-07
7e+08,83.7253,0.421184,7.67829e-07
7.1e+08,85.1678,0.42164,7.77125e-07
7.2e+08,86.6028,0.422086,7.86331e-07
7.3e+08,88.0304,0.422522,7.95447e-07
7.4e+08,89.4503,0.422948,8.04475e-07
7.5e+08,90.8626,0.423365,8.13415e-07
7.6e+08,92.267,0.423773,8.22267e-07
7.7e+08,93.6636,0.424172,8.31032e-07
7.8e+08,95.0521,0.424563,8.3971e-07
7.9e+08,96.4326,0.424945,8.48301e-07
8e+08,97.8049,0.42532,8.56806e-07
8.1e+08,99.169,0.425688,8.65226e-07
8.2e+08,100.525,0.426048,8.7356e-07
8.3e+08,101.872,0.426401,8.81809e-07
8.4e+08,103.211,0.426747,8.89975e-07
8.5e+08,104.542,0.427086,8.98056e-07
8.6e+08,105.864,0.427419,9.06054e-07
8.7e+08,107.177,0.427746,9.13968e-07
8.8e+08,108.482,0.428066,9.21801e-07
8.9e+08,109.779,0.428381,9.29551e-07
9e+08,111.066,0.42869,9.37219e-07
9.1e+08,112.345,0.428994,9.44806e-07
9.2e+08,113.616,0.429292,9.52313e-07
9.3e+08,114.877,0.429585,9.59739e-07
9.4e+08,116.13,0.429873,9.67085e-07
9.5e+08,117.374,0.430156,9.74352e-07
9.6e+08,118.609,0.430435,9.8154e-07
9.7e+08,119.835,0.430708,9.8865e-07
9.8e+08,121.053,0.430978,9.95682e-07
9.9e+08,122.262,0.431242,1.00264e-06
1e+09,123.461,0.431503,1.00951e-06
