0	4.829999924
0.339040404	4.860000134
0.678080809	4.860000134
1.017121213	4.889999866
1.356161617	4.940000057
1.695202021	4.949999809
2.034242426	4.989999771
2.37328283	5
2.712323234	5
3.051363638	4.980000019
3.390404043	4.96999979
3.729444447	4.960000038
4.068484851	4.920000076
4.407525255	4.920000076
4.74656566	4.920000076
5.085606064	4.920000076
5.424646468	4.909999847
5.763686872	4.920000076
6.102727277	4.920000076
6.441767681	4.920000076
6.780808085	4.920000076
7.119848489	4.940000057
7.458888894	4.909999847
7.797929298	4.909999847
8.136969702	4.909999847
8.476010107	4.900000095
8.815050511	4.900000095
9.154090915	4.889999866
9.493131319	4.900000095
9.832171724	4.889999866
10.17121213	4.880000114
10.51025253	4.920000076
10.84929294	4.909999847
11.18833334	4.909999847
11.52737374	4.900000095
11.86641415	4.909999847
12.20545455	4.920000076
12.54449496	4.900000095
12.88353536	4.880000114
13.22257577	4.889999866
13.56161617	4.900000095
13.90065657	4.889999866
14.23969698	4.920000076
14.57873738	4.920000076
14.91777779	4.940000057
15.25681819	4.960000038
15.5958586	4.960000038
15.934899	4.960000038
16.2739394	4.989999771
16.61297981	5.010000229
16.95202021	5
17.29106062	5.03000021
17.63010102	5.070000172
17.96914143	5.090000153
18.30818183	5.099999905
18.64722223	5.139999866
18.98626264	5.170000076
19.32530304	5.179999828
19.66434345	5.210000038
20.00338385	5.21999979
20.34242426	5.230000019
20.68146466	5.230000019
21.02050506	5.21999979
21.35954547	5.190000057
21.69858587	5.170000076
22.03762628	5.139999866
22.37666668	5.050000191
22.71570709	4.989999771
23.05474749	4.949999809
23.39378789	4.909999847
23.7328283	4.860000134
24.0718687	4.829999924
