# Time          1.5000E+00
# Units: Mol/m^3 porous medium
    Distance      H+             HPO4--         Al+++          SiO2(aq)       UO2++          Bogusite(aq) 
   6.450000E+01  -2.440119E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156248E-10   0.000000E+00
   6.550000E+01  -2.440463E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156231E-10   0.000000E+00
   6.650000E+01  -2.440815E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156209E-10   0.000000E+00
   6.750000E+01  -2.441177E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156183E-10   0.000000E+00
   6.850000E+01  -2.441555E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156153E-10   0.000000E+00
   6.950000E+01  -2.441952E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156119E-10   0.000000E+00
   7.050000E+01  -2.442377E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156082E-10   0.000000E+00
   7.150000E+01  -2.442837E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156041E-10   0.000000E+00
   7.250000E+01  -2.443335E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155996E-10   0.000000E+00
   7.350000E+01  -2.443881E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155947E-10   0.000000E+00
   7.450000E+01  -2.444489E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155895E-10   0.000000E+00
   7.550000E+01  -2.445170E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155843E-10   0.000000E+00
   7.650000E+01  -2.445931E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155786E-10   0.000000E+00
   7.750000E+01  -2.446789E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155727E-10   0.000000E+00
   7.850000E+01  -2.447761E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155668E-10   0.000000E+00
   7.950000E+01  -2.448868E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155611E-10   0.000000E+00
   8.050000E+01  -2.450122E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155553E-10   0.000000E+00
