# Time          2.5000E-01
# Units: Dimensionless (Log10(Q/Keq)
    Distance      Quartz         Kaolinite      (UO2)3(PO4)2.  Bogusite     
   7.350000E+01   2.774748E-01  -3.149910E-07  -2.950195E+01   1.963575E-07
   7.450000E+01   2.774748E-01  -3.149907E-07  -2.950196E+01   1.963575E-07
   7.550000E+01   2.774748E-01  -3.149904E-07  -2.950196E+01   1.963576E-07
   7.650000E+01   2.774748E-01  -3.149903E-07  -2.950196E+01   1.963576E-07
   7.750000E+01   2.774748E-01  -3.149902E-07  -2.950196E+01   1.963576E-07
   7.850000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   7.950000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.050000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.150000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.250000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.350000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.450000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.550000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.650000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.750000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.850000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   8.950000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.050000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.150000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.250000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.350000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.450000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.550000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.650000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.750000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.850000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
   9.950000E+01   2.774748E-01  -3.149901E-07  -2.950196E+01   1.963576E-07
