# Time          1.0000E+00
# Units: Mol/m^3 porous medium
    Distance      H+             HPO4--         Al+++          SiO2(aq)       UO2++          Bogusite(aq) 
   5.000000E-01  -5.625694E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.177014E-02   0.000000E+00
   1.500000E+00  -5.625670E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.177008E-02   0.000000E+00
   2.500000E+00  -5.625654E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.177002E-02   0.000000E+00
   3.500000E+00  -5.625637E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176997E-02   0.000000E+00
   4.500000E+00  -5.625620E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176991E-02   0.000000E+00
   5.500000E+00  -5.625604E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176986E-02   0.000000E+00
   6.500000E+00  -5.625587E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176980E-02   0.000000E+00
   7.500000E+00  -5.625571E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176975E-02   0.000000E+00
   8.500000E+00  -5.625554E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176969E-02   0.000000E+00
   9.500000E+00  -5.625537E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176964E-02   0.000000E+00
   1.050000E+01  -5.625521E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176958E-02   0.000000E+00
   1.150000E+01  -5.625504E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176953E-02   0.000000E+00
   1.250000E+01  -5.625488E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176947E-02   0.000000E+00
   1.350000E+01  -5.625471E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176941E-02   0.000000E+00
   1.450000E+01  -5.625454E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176936E-02   0.000000E+00
   1.550000E+01  -5.625434E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176930E-02   0.000000E+00
   1.650000E+01  -5.625395E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176921E-02   0.000000E+00
   1.750000E+01  -5.624763E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176835E-02   0.000000E+00
   1.850000E+01  -5.622028E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176472E-02   0.000000E+00
   1.950000E+01  -5.613397E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.175333E-02   0.000000E+00
   2.050000E+01  -5.591047E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.172385E-02   0.000000E+00
   2.150000E+01  -5.540404E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.165695E-02   0.000000E+00
   2.250000E+01  -5.424078E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.150249E-02   0.000000E+00
   2.350000E+01  -5.140343E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.112071E-02   0.000000E+00
   2.450000E+01  -4.258359E-03   0.000000E+00   0.000000E+00   0.000000E+00   9.879458E-03   0.000000E+00
   2.550000E+01  -1.811445E-03   0.000000E+00   0.000000E+00   0.000000E+00   5.626078E-03   0.000000E+00
   2.650000E+01  -2.879664E-04   0.000000E+00   0.000000E+00   0.000000E+00   1.251068E-03   0.000000E+00
   2.750000E+01  -3.742800E-05   0.000000E+00   0.000000E+00   0.000000E+00   1.759752E-04   0.000000E+00
   2.850000E+01  -5.245770E-06   0.000000E+00   0.000000E+00   0.000000E+00   2.493027E-05   0.000000E+00
   2.950000E+01  -7.814814E-07   0.000000E+00   0.000000E+00   0.000000E+00   3.719013E-06   0.000000E+00
   3.050000E+01  -1.198915E-07   0.000000E+00   0.000000E+00   0.000000E+00   5.705943E-07   0.000000E+00
   3.150000E+01  -1.863635E-08   0.000000E+00   0.000000E+00   0.000000E+00   8.868491E-08   0.000000E+00
   3.250000E+01  -2.928025E-09   0.000000E+00   0.000000E+00   0.000000E+00   1.393167E-08   0.000000E+00
   3.350000E+01  -4.781044E-10   0.000000E+00   0.000000E+00   0.000000E+00   2.274523E-09   0.000000E+00
   3.450000E+01  -9.526451E-11   0.000000E+00   0.000000E+00   0.000000E+00   4.531471E-10   0.000000E+00
   3.550000E+01  -3.540543E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.683912E-10   0.000000E+00
   3.650000E+01  -2.604768E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.238684E-10   0.000000E+00
   3.750000E+01  -2.458732E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.169081E-10   0.000000E+00
   3.850000E+01  -2.436180E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.158203E-10   0.000000E+00
   3.950000E+01  -2.432936E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156503E-10   0.000000E+00
   4.050000E+01  -2.432720E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156240E-10   0.000000E+00
   4.150000E+01  -2.432990E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156201E-10   0.000000E+00
   4.250000E+01  -2.433353E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156197E-10   0.000000E+00
   4.350000E+01  -2.433745E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156195E-10   0.000000E+00
   4.450000E+01  -2.434168E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156190E-10   0.000000E+00
   4.550000E+01  -2.434643E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156187E-10   0.000000E+00
   4.650000E+01  -2.435192E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156189E-10   0.000000E+00
   4.750000E+01  -2.435847E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156201E-10   0.000000E+00
   4.850000E+01  -2.436597E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156210E-10   0.000000E+00
   4.950000E+01  -2.437460E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156210E-10   0.000000E+00
   5.050000E+01  -2.438501E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156217E-10   0.000000E+00
   5.150000E+01  -2.439765E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156234E-10   0.000000E+00
   5.250000E+01  -2.441267E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156247E-10   0.000000E+00
   5.350000E+01  -2.443056E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156257E-10   0.000000E+00
   5.450000E+01  -2.445193E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156265E-10   0.000000E+00
   5.550000E+01  -2.447725E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156263E-10   0.000000E+00
   5.650000E+01  -2.450737E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156259E-10   0.000000E+00
   5.750000E+01  -2.454322E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156259E-10   0.000000E+00
   5.850000E+01  -2.458564E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156263E-10   0.000000E+00
   5.950000E+01  -2.463540E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156264E-10   0.000000E+00
   6.050000E+01  -2.469331E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156255E-10   0.000000E+00
   6.150000E+01  -2.476061E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156244E-10   0.000000E+00
   6.250000E+01  -2.483847E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156235E-10   0.000000E+00
   6.350000E+01  -2.492792E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156223E-10   0.000000E+00
