# Time          2.5000E-01
# Units: Log10 mol/kgw
    Distance      pH             H+             HPO4--         Al+++          SiO2(aq)       UO2++          Bogusite(aq)   (UO2)2(OH)2++  (UO2)2OH+++    (UO2)3(OH)4++  (UO2)3(OH)5+   (UO2)3(OH)7-   (UO2)4(OH)7+   Al(OH)2+       AlHPO4+        AlO2-          AlOH++         H2PO4-         H3PO4(aq)      HAlO2(aq)      OH-            PO4---         UO2(H2PO4)(H3  UO2(H2PO4)2(a  UO2(OH)2(aq)   UO2(OH)3-      UO2(OH)4--     UO2H2PO4+      UO2H3PO4++     UO2HPO4(aq)    UO2OH+         UO2PO4-      
   5.000000E-01   2.923750E+00  -2.910629E+00  -8.630470E+00  -4.558647E+00  -3.597113E+00  -5.116258E+00  -2.000000E+00  -1.007459E+01  -1.000280E+01  -1.569211E+01  -1.646926E+01  -2.608362E+01  -2.215455E+01  -9.409789E+00  -5.948670E+00  -1.584700E+01  -6.654997E+00  -4.394173E+00  -5.167407E+00  -1.233659E+01  -1.105359E+01  -1.795654E+01  -8.545532E+00  -6.645563E+00  -9.638103E+00  -1.560777E+01  -2.645011E+01  -5.094452E+00  -8.337238E+00  -5.416583E+00  -7.442277E+00  -8.839051E+00
   1.500000E+00   2.923819E+00  -2.910696E+00  -8.630413E+00  -4.557655E+00  -3.597004E+00  -5.116336E+00  -2.000000E+00  -1.007462E+01  -1.000289E+01  -1.569208E+01  -1.646917E+01  -2.608339E+01  -2.215440E+01  -9.408671E+00  -5.947638E+00  -1.584574E+01  -6.653944E+00  -4.394188E+00  -5.167493E+00  -1.233541E+01  -1.105352E+01  -1.795641E+01  -8.545718E+00  -6.645682E+00  -9.638050E+00  -1.560765E+01  -2.644992E+01  -5.094552E+00  -8.337402E+00  -5.416616E+00  -7.442291E+00  -8.839014E+00
   2.500000E+00   2.923888E+00  -2.910764E+00  -8.630352E+00  -4.556666E+00  -3.596894E+00  -5.116412E+00  -2.000000E+00  -1.007464E+01  -1.000297E+01  -1.569205E+01  -1.646907E+01  -2.608316E+01  -2.215425E+01  -9.407555E+00  -5.946606E+00  -1.584449E+01  -6.652892E+00  -4.394201E+00  -5.167577E+00  -1.233423E+01  -1.105345E+01  -1.795627E+01  -8.545897E+00  -6.645793E+00  -9.637995E+00  -1.560752E+01  -2.644972E+01  -5.094647E+00  -8.337562E+00  -5.416644E+00  -7.442303E+00  -8.838972E+00
   3.500000E+00   2.923957E+00  -2.910831E+00  -8.630239E+00  -4.555681E+00  -3.596785E+00  -5.116663E+00  -2.000000E+00  -1.007501E+01  -1.000340E+01  -1.569253E+01  -1.646949E+01  -2.608344E+01  -2.215479E+01  -9.406444E+00  -5.945525E+00  -1.584324E+01  -6.651845E+00  -4.394162E+00  -5.167607E+00  -1.233305E+01  -1.105338E+01  -1.795608E+01  -8.546144E+00  -6.645974E+00  -9.638113E+00  -1.560757E+01  -2.644969E+01  -5.094864E+00  -8.337843E+00  -5.416794E+00  -7.442489E+00  -8.839051E+00
   4.500000E+00   2.924006E+00  -2.910880E+00  -8.629541E+00  -4.554722E+00  -3.596676E+00  -5.119942E+00  -2.000000E+00  -1.008147E+01  -1.000991E+01  -1.570218E+01  -1.647909E+01  -2.609294E+01  -2.216757E+01  -9.405390E+00  -5.943874E+00  -1.584209E+01  -6.650839E+00  -4.393515E+00  -5.167010E+00  -1.233194E+01  -1.105333E+01  -1.795533E+01  -8.548182E+00  -6.647962E+00  -9.641296E+00  -1.561070E+01  -2.645278E+01  -5.097499E+00  -8.340525E+00  -5.419379E+00  -7.445721E+00  -8.841587E+00
   5.500000E+00   2.923869E+00  -2.910752E+00  -8.622970E+00  -4.554005E+00  -3.596568E+00  -5.154741E+00  -2.000000E+00  -1.015130E+01  -1.007965E+01  -1.580705E+01  -1.658407E+01  -2.619819E+01  -2.230758E+01  -9.404877E+00  -5.936478E+00  -1.584185E+01  -6.650217E+00  -4.386778E+00  -5.160127E+00  -1.233156E+01  -1.105347E+01  -1.794894E+01  -8.569324E+00  -6.669231E+00  -9.676331E+00  -1.564588E+01  -2.648812E+01  -5.125523E+00  -8.368442E+00  -5.447531E+00  -7.480628E+00  -8.869885E+00
   6.500000E+00   2.922784E+00  -2.909724E+00  -8.576804E+00  -4.554987E+00  -3.596464E+00  -5.500417E+00  -2.000000E+00  -1.084458E+01  -1.077214E+01  -1.684792E+01  -1.762584E+01  -2.724213E+01  -2.369695E+01  -9.407576E+00  -5.890592E+00  -1.584671E+01  -6.652017E+00  -4.339340E+00  -5.111542E+00  -1.233528E+01  -1.105462E+01  -1.790417E+01  -8.818729E+00  -6.919659E+00  -1.002393E+01  -1.599463E+01  -2.683814E+01  -5.423514E+00  -8.665532E+00  -5.746544E+00  -7.827204E+00  -9.170045E+00
   7.500000E+00   2.922781E+00  -2.909753E+00  -8.535390E+00  -4.555986E+00  -3.596370E+00  -6.823585E+00  -2.000000E+00  -1.349078E+01  -1.341852E+01  -2.081716E+01  -2.159497E+01  -3.121128E+01  -2.898912E+01  -9.408326E+00  -5.849779E+00  -1.584747E+01  -6.652868E+00  -4.297816E+00  -5.069978E+00  -1.233600E+01  -1.105466E+01  -1.786294E+01  -1.005867E+01  -8.159568E+00  -1.134696E+01  -1.731770E+01  -2.816132E+01  -6.705018E+00  -9.947138E+00  -7.028016E+00  -9.150271E+00  -1.045156E+01
   8.500000E+00   2.923004E+00  -2.909979E+00  -8.533194E+00  -4.555269E+00  -3.596301E+00  -8.347750E+00  -2.000000E+00  -1.653865E+01  -1.646663E+01  -2.538873E+01  -2.616632E+01  -3.578217E+01  -3.508417E+01  -9.407138E+00  -5.846829E+00  -1.584584E+01  -6.651913E+00  -4.295833E+00  -5.068216E+00  -1.233458E+01  -1.105444E+01  -1.786054E+01  -1.157908E+01  -9.679748E+00  -1.287067E+01  -1.884119E+01  -2.968459E+01  -8.227187E+00  -1.146954E+01  -8.549958E+00  -1.067420E+01  -1.197328E+01
   9.500000E+00   2.923417E+00  -2.910398E+00  -8.533048E+00  -4.554649E+00  -3.596282E+00  -9.876958E+00  -2.000000E+00  -1.959622E+01  -1.952463E+01  -2.997466E+01  -3.075181E+01  -4.036684E+01  -4.119802E+01  -9.405649E+00  -5.845998E+00  -1.584352E+01  -6.650855E+00  -4.296084E+00  -5.068873E+00  -1.233268E+01  -1.105403E+01  -1.786001E+01  -1.310917E+01  -1.120942E+01  -1.439903E+01  -2.036914E+01  -3.121215E+01  -9.756622E+00  -1.299941E+01  -1.007897E+01  -1.220298E+01  -1.350189E+01
