# Time          5.0000E-01
# Units: Mol/L Porous Medium/s
    Distance      Quartz         Kaolinite      (UO2)3(PO4)2.  Bogusite     
   6.550000E+01   9.265715E-16  -1.084838E-14   0.000000E+00   3.484639E-40
   6.650000E+01   9.196868E-16  -4.795922E-15   0.000000E+00   2.787721E-40
   6.750000E+01   9.137564E-16   2.923478E-15   0.000000E+00   2.216684E-40
   6.850000E+01   9.088034E-16   1.054600E-14   0.000000E+00   1.757019E-40
   6.950000E+01   9.048521E-16   1.534407E-14   0.000000E+00   1.392291E-40
   7.050000E+01   9.018715E-16   1.556883E-14   0.000000E+00   1.104856E-40
   7.150000E+01   8.997358E-16   1.208745E-14   0.000000E+00   8.782384E-41
   7.250000E+01   8.982471E-16   7.524002E-15   0.000000E+00   6.990754E-41
   7.350000E+01   8.972021E-16   3.971003E-15   0.000000E+00   5.573653E-41
   7.450000E+01   8.964457E-16   1.934528E-15   0.000000E+00   4.456627E-41
   7.550000E+01   8.958805E-16   9.511222E-16   0.000000E+00   3.582748E-41
   7.650000E+01   8.954493E-16   4.910572E-16   0.000000E+00   2.908359E-41
   7.750000E+01   8.951169E-16   2.666193E-16   0.000000E+00   2.402031E-41
   7.850000E+01   8.948596E-16   1.561879E-16   0.000000E+00   2.046764E-41
   7.950000E+01   8.946603E-16   1.104961E-16   0.000000E+00   1.846275E-41
   8.050000E+01   8.945063E-16   1.121709E-16   0.000000E+00   1.822221E-41
   8.150000E+01   8.943880E-16   1.449382E-16   0.000000E+00   1.953745E-41
   8.250000E+01   8.942986E-16   1.661882E-16   0.000000E+00   2.144761E-41
   8.350000E+01   8.942323E-16   1.466709E-16   0.000000E+00   2.322361E-41
   8.450000E+01   8.941841E-16   1.086625E-16   0.000000E+00   2.464937E-41
   8.550000E+01   8.941491E-16   7.386961E-17   0.000000E+00   2.573316E-41
   8.650000E+01   8.941239E-16   4.716834E-17   0.000000E+00   2.653959E-41
   8.750000E+01   8.941056E-16   2.865333E-17   0.000000E+00   2.713456E-41
   8.850000E+01   8.940924E-16   1.679265E-17   0.000000E+00   2.757199E-41
   8.950000E+01   8.940827E-16   9.604598E-18   0.000000E+00   2.789301E-41
   9.050000E+01   8.940756E-16   5.402145E-18   0.000000E+00   2.812827E-41
   9.150000E+01   8.940705E-16   3.000831E-18   0.000000E+00   2.830041E-41
   9.250000E+01   8.940667E-16   1.649263E-18   0.000000E+00   2.842612E-41
   9.350000E+01   8.940639E-16   8.966710E-19   0.000000E+00   2.851773E-41
   9.450000E+01   8.940618E-16   4.811316E-19   0.000000E+00   2.858433E-41
   9.550000E+01   8.940603E-16   2.533623E-19   0.000000E+00   2.863261E-41
   9.650000E+01   8.940593E-16   1.293551E-19   0.000000E+00   2.866752E-41
   9.750000E+01   8.940585E-16   6.227780E-20   0.000000E+00   2.869270E-41
   9.850000E+01   8.940579E-16   2.622575E-20   0.000000E+00   2.871079E-41
   9.950000E+01   8.940575E-16   6.970907E-21   0.000000E+00   2.872376E-41
