# Time          5.0000E-01
# Units: Log10 mol/kgw
    Distance      pH             H+             HPO4--         Al+++          SiO2(aq)       UO2++          Bogusite(aq)   (UO2)2(OH)2++  (UO2)2OH+++    (UO2)3(OH)4++  (UO2)3(OH)5+   (UO2)3(OH)7-   (UO2)4(OH)7+   Al(OH)2+       AlHPO4+        AlO2-          AlOH++         H2PO4-         H3PO4(aq)      HAlO2(aq)      OH-            PO4---         UO2(H2PO4)(H3  UO2(H2PO4)2(a  UO2(OH)2(aq)   UO2(OH)3-      UO2(OH)4--     UO2H2PO4+      UO2H3PO4++     UO2HPO4(aq)    UO2OH+         UO2PO4-      
   1.050000E+01   2.924388E+00  -2.911256E+00  -8.628316E+00  -4.548892E+00  -3.596019E+00  -5.124885E+00  -2.000000E+00  -1.009062E+01  -1.001940E+01  -1.571553E+01  -1.649208E+01  -2.610517E+01  -2.218477E+01  -9.398848E+00  -5.936900E+00  -1.583478E+01  -6.644658E+00  -4.392694E+00  -5.166579E+00  -1.232503E+01  -1.105294E+01  -1.795369E+01  -8.551900E+00  -6.651306E+00  -9.645503E+00  -1.561452E+01  -2.645619E+01  -5.101649E+00  -8.345036E+00  -5.423154E+00  -7.450302E+00  -8.844972E+00
   1.150000E+01   2.924155E+00  -2.911040E+00  -8.618714E+00  -4.548306E+00  -3.595910E+00  -5.177225E+00  -2.000000E+00  -1.019569E+01  -1.012433E+01  -1.587334E+01  -1.665006E+01  -2.626362E+01  -2.239548E+01  -9.398592E+00  -5.926501E+00  -1.583499E+01  -6.644224E+00  -4.382802E+00  -5.156435E+00  -1.232499E+01  -1.105319E+01  -1.794441E+01  -8.584129E+00  -6.683750E+00  -9.698235E+00  -1.566750E+01  -2.650946E+01  -5.144022E+00  -8.387232E+00  -5.465742E+00  -7.502820E+00  -8.887812E+00
   1.250000E+01   2.923107E+00  -2.910051E+00  -8.571636E+00  -4.549341E+00  -3.595801E+00  -5.555948E+00  -2.000000E+00  -1.095498E+01  -1.088289E+01  -1.701318E+01  -1.779076E+01  -2.740641E+01  -2.391674E+01  -9.401249E+00  -5.879723E+00  -1.583974E+01  -6.646027E+00  -4.334480E+00  -5.106999E+00  -1.232863E+01  -1.105430E+01  -1.789871E+01  -8.864837E+00  -6.965439E+00  -1.007879E+01  -1.604918E+01  -2.689238E+01  -5.474165E+00  -8.716520E+00  -5.796867E+00  -7.882397E+00  -9.220050E+00
   1.350000E+01   2.923106E+00  -2.910068E+00  -8.535355E+00  -4.550059E+00  -3.595692E+00  -6.778255E+00  -2.000000E+00  -1.339952E+01  -1.332752E+01  -2.067995E+01  -2.145748E+01  -3.107313E+01  -2.880569E+01  -9.401828E+00  -5.843941E+00  -1.584032E+01  -6.646662E+00  -4.298140E+00  -5.070639E+00  -1.232918E+01  -1.105432E+01  -1.786252E+01  -1.001437E+01  -8.114952E+00  -1.130103E+01  -1.727143E+01  -2.811469E+01  -6.660056E+00  -9.902468E+00  -6.982739E+00  -9.104648E+00  -1.040594E+01
   1.450000E+01   2.923183E+00  -2.910144E+00  -8.532946E+00  -4.549210E+00  -3.595582E+00  -8.192254E+00  -2.000000E+00  -1.622736E+01  -1.615544E+01  -2.492165E+01  -2.569910E+01  -3.531459E+01  -3.446116E+01  -9.400829E+00  -5.840689E+00  -1.583917E+01  -6.645739E+00  -4.295809E+00  -5.068385E+00  -1.232811E+01  -1.105425E+01  -1.786004E+01  -1.142378E+01  -9.524291E+00  -1.271487E+01  -1.868520E+01  -2.952838E+01  -8.071725E+00  -1.131421E+01  -8.394332E+00  -1.051857E+01  -1.181746E+01
   1.550000E+01   2.923254E+00  -2.910214E+00  -8.532791E+00  -4.548256E+00  -3.595474E+00  -9.615866E+00  -2.000000E+00  -1.907445E+01  -1.900259E+01  -2.919221E+01  -2.996959E+01  -3.958495E+01  -4.015513E+01  -9.399744E+00  -5.839595E+00  -1.583794E+01  -6.644720E+00  -4.295729E+00  -5.068377E+00  -1.232696E+01  -1.105417E+01  -1.785980E+01  -1.284731E+01  -1.094775E+01  -1.413835E+01  -2.010860E+01  -3.095171E+01  -9.495263E+00  -1.273782E+01  -9.817801E+00  -1.194212E+01  -1.324086E+01
   1.650000E+01   2.923327E+00  -2.910286E+00  -8.532721E+00  -4.547300E+00  -3.595365E+00  -1.104083E+01  -2.000000E+00  -2.192424E+01  -2.185245E+01  -3.346683E+01  -3.424414E+01  -4.385935E+01  -4.585451E+01  -9.398653E+00  -5.838588E+00  -1.583671E+01  -6.643698E+00  -4.295737E+00  -5.068460E+00  -1.232579E+01  -1.105410E+01  -1.785965E+01  -1.427238E+01  -1.237274E+01  -1.556318E+01  -2.153336E+01  -3.237639E+01  -1.092024E+01  -1.416287E+01  -1.124271E+01  -1.336701E+01  -1.466569E+01
   1.750000E+01   2.923403E+00  -2.910361E+00  -8.532655E+00  -4.546350E+00  -3.595258E+00  -1.246295E+01  -2.000000E+00  -2.476833E+01  -2.469661E+01  -3.773289E+01  -3.851013E+01  -4.812518E+01  -5.154246E+01  -9.397560E+00  -5.837587E+00  -1.583546E+01  -6.642677E+00  -4.295751E+00  -5.068552E+00  -1.232462E+01  -1.105402E+01  -1.785950E+01  -1.569461E+01  -1.379490E+01  -1.698515E+01  -2.295525E+01  -3.379820E+01  -1.234238E+01  -1.558508E+01  -1.266477E+01  -1.478906E+01  -1.608767E+01
   1.850000E+01   2.923485E+00  -2.910441E+00  -8.532589E+00  -4.545407E+00  -3.595151E+00  -1.378231E+01  -2.000000E+00  -2.740689E+01  -2.733525E+01  -4.169065E+01  -4.246782E+01  -5.208271E+01  -5.681935E+01  -9.396463E+00  -5.836592E+00  -1.583420E+01  -6.641658E+00  -4.295770E+00  -5.068654E+00  -1.232345E+01  -1.105394E+01  -1.785935E+01  -1.701409E+01  -1.511430E+01  -1.830435E+01  -2.427437E+01  -3.511723E+01  -1.366177E+01  -1.690454E+01  -1.398408E+01  -1.610834E+01  -1.740690E+01
   1.950000E+01   2.923576E+00  -2.910531E+00  -8.532522E+00  -4.544476E+00  -3.595048E+00  -1.436787E+01  -2.000000E+00  -2.857784E+01  -2.850628E+01  -4.344698E+01  -4.422406E+01  -5.383877E+01  -5.916098E+01  -9.395358E+00  -5.835607E+00  -1.583291E+01  -6.640641E+00  -4.295798E+00  -5.068774E+00  -1.232225E+01  -1.105385E+01  -1.785919E+01  -1.759981E+01  -1.569993E+01  -1.888973E+01  -2.485966E+01  -3.570243E+01  -1.424736E+01  -1.749022E+01  -1.456958E+01  -1.669382E+01  -1.799231E+01
   2.050000E+01   2.923683E+00  -2.910637E+00  -8.532455E+00  -4.543563E+00  -3.594948E+00  -1.441642E+01  -2.000000E+00  -2.867473E+01  -2.860327E+01  -4.359222E+01  -4.436919E+01  -5.398369E+01  -5.935445E+01  -9.394236E+00  -5.834635E+00  -1.583158E+01  -6.639624E+00  -4.295840E+00  -5.068923E+00  -1.232103E+01  -1.105374E+01  -1.785901E+01  -1.764855E+01  -1.574857E+01  -1.893807E+01  -2.490789E+01  -3.575055E+01  -1.429596E+01  -1.753892E+01  -1.461807E+01  -1.674226E+01  -1.804069E+01
   2.150000E+01   2.923816E+00  -2.910771E+00  -8.532387E+00  -4.542679E+00  -3.594856E+00  -1.441835E+01  -2.000000E+00  -2.867831E+01  -2.860699E+01  -4.359746E+01  -4.437430E+01  -5.398853E+01  -5.936121E+01  -9.393085E+00  -5.833684E+00  -1.583016E+01  -6.638607E+00  -4.295906E+00  -5.069123E+00  -1.231974E+01  -1.105361E+01  -1.785881E+01  -1.765074E+01  -1.575063E+01  -1.893973E+01  -2.490942E+01  -3.575194E+01  -1.429795E+01  -1.754105E+01  -1.461993E+01  -1.674405E+01  -1.804241E+01
   2.250000E+01   2.923993E+00  -2.910948E+00  -8.532318E+00  -4.541840E+00  -3.594776E+00  -1.441846E+01  -2.000000E+00  -2.867818E+01  -2.860703E+01  -4.359707E+01  -4.437373E+01  -5.398761E+01  -5.936040E+01  -9.391887E+00  -5.832765E+00  -1.582861E+01  -6.637587E+00  -4.296010E+00  -5.069403E+00  -1.231836E+01  -1.105343E+01  -1.785857E+01  -1.765123E+01  -1.575094E+01  -1.893948E+01  -2.490899E+01  -3.575135E+01  -1.429816E+01  -1.754143E+01  -1.461996E+01  -1.674398E+01  -1.804227E+01
   2.350000E+01   2.924235E+00  -2.911193E+00  -8.532245E+00  -4.541069E+00  -3.594712E+00  -1.441852E+01  -2.000000E+00  -2.867781E+01  -2.860692E+01  -4.359627E+01  -4.437268E+01  -5.398607E+01  -5.935891E+01  -9.390613E+00  -5.831893E+00  -1.582685E+01  -6.636563E+00  -4.296173E+00  -5.069805E+00  -1.231685E+01  -1.105319E+01  -1.785826E+01  -1.765185E+01  -1.575131E+01  -1.893905E+01  -2.490832E+01  -3.575044E+01  -1.429837E+01  -1.754190E+01  -1.461993E+01  -1.674380E+01  -1.804200E+01
   2.450000E+01   2.924576E+00  -2.911538E+00  -8.532167E+00  -4.540398E+00  -3.594675E+00  -1.441860E+01  -2.000000E+00  -2.867727E+01  -2.860675E+01  -4.359512E+01  -4.437117E+01  -5.398388E+01  -5.935679E+01  -9.389227E+00  -5.831093E+00  -1.582478E+01  -6.635532E+00  -4.296421E+00  -5.070390E+00  -1.231511E+01  -1.105285E+01  -1.785787E+01  -1.765275E+01  -1.575186E+01  -1.893843E+01  -2.490737E+01  -3.574916E+01  -1.429869E+01  -1.754257E+01  -1.461990E+01  -1.674353E+01  -1.804163E+01
   2.550000E+01   2.925058E+00  -2.912027E+00  -8.532081E+00  -4.539870E+00  -3.594675E+00  -1.441873E+01  -2.000000E+00  -2.867653E+01  -2.860653E+01  -4.359351E+01  -4.436906E+01  -5.398081E+01  -5.935381E+01  -9.387679E+00  -5.830392E+00  -1.582227E+01  -6.634489E+00  -4.296795E+00  -5.071238E+00  -1.231308E+01  -1.105238E+01  -1.785734E+01  -1.765407E+01  -1.575269E+01  -1.893757E+01  -2.490603E+01  -3.574736E+01  -1.429915E+01  -1.754354E+01  -1.461988E+01  -1.674315E+01  -1.804114E+01
   2.650000E+01   2.925738E+00  -2.912718E+00  -8.531984E+00  -4.539539E+00  -3.594728E+00  -1.441891E+01  -2.000000E+00  -2.867549E+01  -2.860622E+01  -4.359124E+01  -4.436607E+01  -5.397646E+01  -5.934960E+01  -9.385903E+00  -5.829831E+00  -1.581914E+01  -6.633428E+00  -4.297341E+00  -5.072453E+00  -1.231061E+01  -1.105171E+01  -1.785662E+01  -1.765596E+01  -1.575389E+01  -1.893634E+01  -2.490413E+01  -3.574482E+01  -1.429984E+01  -1.754494E+01  -1.461987E+01  -1.674261E+01  -1.804046E+01
   2.750000E+01   2.926686E+00  -2.913682E+00  -8.531870E+00  -4.539476E+00  -3.594851E+00  -1.441917E+01  -2.000000E+00  -2.867404E+01  -2.860581E+01  -4.358809E+01  -4.436193E+01  -5.397042E+01  -5.934375E+01  -9.383818E+00  -5.829459E+00  -1.581515E+01  -6.632342E+00  -4.298124E+00  -5.074166E+00  -1.230756E+01  -1.105078E+01  -1.785564E+01  -1.765865E+01  -1.575562E+01  -1.893464E+01  -2.490150E+01  -3.574129E+01  -1.430081E+01  -1.754691E+01  -1.461988E+01  -1.674187E+01  -1.803954E+01
   2.850000E+01   2.927989E+00  -2.915007E+00  -8.531734E+00  -4.539766E+00  -3.595067E+00  -1.441954E+01  -2.000000E+00  -2.867207E+01  -2.860526E+01  -4.358378E+01  -4.435624E+01  -5.396213E+01  -5.933573E+01  -9.381322E+00  -5.829336E+00  -1.581005E+01  -6.631222E+00  -4.299218E+00  -5.076538E+00  -1.230373E+01  -1.104950E+01  -1.785433E+01  -1.766238E+01  -1.575802E+01  -1.893230E+01  -2.489788E+01  -3.573644E+01  -1.430217E+01  -1.754965E+01  -1.461991E+01  -1.674086E+01  -1.803829E+01
   2.950000E+01   2.929750E+00  -2.916799E+00  -8.531569E+00  -4.540507E+00  -3.595403E+00  -1.442004E+01  -2.000000E+00  -2.866942E+01  -2.860453E+01  -4.357798E+01  -4.434858E+01  -5.395094E+01  -5.932491E+01  -9.378297E+00  -5.829533E+00  -1.580350E+01  -6.630058E+00  -4.300713E+00  -5.079760E+00  -1.229891E+01  -1.104778E+01  -1.785257E+01  -1.766747E+01  -1.576132E+01  -1.892915E+01  -2.489300E+01  -3.572990E+01  -1.430404E+01  -1.755338E+01  -1.461998E+01  -1.673951E+01  -1.803664E+01
   3.050000E+01   2.932088E+00  -2.919177E+00  -8.531366E+00  -4.541816E+00  -3.595888E+00  -1.442071E+01  -2.000000E+00  -2.866591E+01  -2.860358E+01  -4.357029E+01  -4.433842E+01  -5.393610E+01  -5.931057E+01  -9.374607E+00  -5.830135E+00  -1.579514E+01  -6.628838E+00  -4.302712E+00  -5.084052E+00  -1.229284E+01  -1.104548E+01  -1.785025E+01  -1.767426E+01  -1.576572E+01  -1.892496E+01  -2.488653E+01  -3.572123E+01  -1.430653E+01  -1.755834E+01  -1.462009E+01  -1.673771E+01  -1.803445E+01
   3.150000E+01   2.935135E+00  -2.922277E+00  -8.531114E+00  -4.543821E+00  -3.596555E+00  -1.442159E+01  -2.000000E+00  -2.866134E+01  -2.860234E+01  -4.356027E+01  -4.432518E+01  -5.391677E+01  -5.929188E+01  -9.370096E+00  -5.831235E+00  -1.578453E+01  -6.627546E+00  -4.305333E+00  -5.089662E+00  -1.228523E+01  -1.104249E+01  -1.784724E+01  -1.768314E+01  -1.577149E+01  -1.891952E+01  -2.487809E+01  -3.570992E+01  -1.430980E+01  -1.756483E+01  -1.462025E+01  -1.673537E+01  -1.803163E+01
   3.250000E+01   2.939037E+00  -2.926247E+00  -8.530803E+00  -4.546662E+00  -3.597439E+00  -1.442272E+01  -2.000000E+00  -2.865550E+01  -2.860076E+01  -4.354746E+01  -4.430825E+01  -5.389204E+01  -5.926798E+01  -9.364597E+00  -5.832936E+00  -1.577123E+01  -6.626168E+00  -4.308704E+00  -5.096860E+00  -1.227575E+01  -1.103867E+01  -1.784340E+01  -1.769454E+01  -1.577892E+01  -1.891255E+01  -2.486729E+01  -3.569544E+01  -1.431400E+01  -1.757315E+01  -1.462048E+01  -1.673237E+01  -1.802803E+01
   3.350000E+01   2.943950E+00  -2.931244E+00  -8.530421E+00  -4.550488E+00  -3.598576E+00  -1.442414E+01  -2.000000E+00  -2.864816E+01  -2.859878E+01  -4.353136E+01  -4.428696E+01  -5.386092E+01  -5.923793E+01  -9.357931E+00  -5.835348E+00  -1.575474E+01  -6.624686E+00  -4.312961E+00  -5.105938E+00  -1.226408E+01  -1.103384E+01  -1.783856E+01  -1.770894E+01  -1.578831E+01  -1.890378E+01  -2.485371E+01  -3.567721E+01  -1.431932E+01  -1.758366E+01  -1.462080E+01  -1.672861E+01  -1.802352E+01
   3.450000E+01   2.950037E+00  -2.937433E+00  -8.529956E+00  -4.555452E+00  -3.599999E+00  -1.442591E+01  -2.000000E+00  -2.863909E+01  -2.859634E+01  -4.351144E+01  -4.426063E+01  -5.382242E+01  -5.920076E+01  -9.349909E+00  -5.838589E+00  -1.573454E+01  -6.623082E+00  -4.318248E+00  -5.117200E+00  -1.224986E+01  -1.102787E+01  -1.783257E+01  -1.772682E+01  -1.579999E+01  -1.889294E+01  -2.483689E+01  -3.565464E+01  -1.432594E+01  -1.759669E+01  -1.462122E+01  -1.672397E+01  -1.801797E+01
   3.550000E+01   2.957463E+00  -2.944981E+00  -8.529397E+00  -4.561711E+00  -3.601741E+00  -1.442809E+01  -2.000000E+00  -2.862805E+01  -2.859338E+01  -4.348720E+01  -4.422856E+01  -5.377550E+01  -5.915548E+01  -9.340341E+00  -5.842781E+00  -1.571012E+01  -6.621337E+00  -4.324714E+00  -5.130957E+00  -1.223273E+01  -1.102058E+01  -1.782525E+01  -1.774869E+01  -1.581430E+01  -1.887973E+01  -2.481639E+01  -3.562711E+01  -1.433405E+01  -1.761262E+01  -1.462176E+01  -1.671832E+01  -1.801122E+01
   3.650000E+01   2.966395E+00  -2.954058E+00  -8.528732E+00  -4.569418E+00  -3.603830E+00  -1.443072E+01  -2.000000E+00  -2.861482E+01  -2.858986E+01  -4.345811E+01  -4.419007E+01  -5.371915E+01  -5.910114E+01  -9.329035E+00  -5.848044E+00  -1.568095E+01  -6.619431E+00  -4.332508E+00  -5.147525E+00  -1.221233E+01  -1.101180E+01  -1.781644E+01  -1.777506E+01  -1.583158E+01  -1.886387E+01  -2.479175E+01  -3.559402E+01  -1.434385E+01  -1.763182E+01  -1.462247E+01  -1.671155E+01  -1.800316E+01
   3.750000E+01   2.976996E+00  -2.964827E+00  -8.527951E+00  -4.578723E+00  -3.606289E+00  -1.443386E+01  -2.000000E+00  -2.859919E+01  -2.858572E+01  -4.342370E+01  -4.414452E+01  -5.365239E+01  -5.903680E+01  -9.315803E+00  -5.854503E+00  -1.564652E+01  -6.617342E+00  -4.341780E+00  -5.167214E+00  -1.218832E+01  -1.100139E+01  -1.780597E+01  -1.780644E+01  -1.585218E+01  -1.884509E+01  -2.476255E+01  -3.555477E+01  -1.435555E+01  -1.765466E+01  -1.462338E+01  -1.670355E+01  -1.799365E+01
   3.850000E+01   2.989423E+00  -2.977446E+00  -8.527046E+00  -4.589767E+00  -3.609132E+00  -1.443759E+01  -2.000000E+00  -2.858097E+01  -2.858095E+01  -4.338353E+01  -4.409130E+01  -5.357431E+01  -5.896163E+01  -9.300464E+00  -5.862277E+00  -1.560633E+01  -6.615051E+00  -4.352674E+00  -5.190325E+00  -1.216034E+01  -1.098917E+01  -1.779369E+01  -1.784335E+01  -1.587645E+01  -1.882313E+01  -2.472838E+01  -3.550880E+01  -1.436934E+01  -1.768151E+01  -1.462454E+01  -1.669423E+01  -1.798259E+01
   3.950000E+01   3.003826E+00  -2.992066E+00  -8.526009E+00  -4.602681E+00  -3.612365E+00  -1.444197E+01  -2.000000E+00  -2.855998E+01  -2.857552E+01  -4.333718E+01  -4.402985E+01  -5.348406E+01  -5.887481E+01  -9.282845E+00  -5.871483E+00  -1.555990E+01  -6.612535E+00  -4.365332E+00  -5.217147E+00  -1.212808E+01  -1.097500E+01  -1.777943E+01  -1.788628E+01  -1.590474E+01  -1.879776E+01  -2.468885E+01  -3.545558E+01  -1.438544E+01  -1.771271E+01  -1.462600E+01  -1.668351E+01  -1.796989E+01
   4.050000E+01   3.020342E+00  -3.008824E+00  -8.524837E+00  -4.617584E+00  -3.615988E+00  -1.444707E+01  -2.000000E+00  -2.853610E+01  -2.856944E+01  -4.328432E+01  -4.395969E+01  -5.338087E+01  -5.877568E+01  -9.262787E+00  -5.882234E+00  -1.550681E+01  -6.609773E+00  -4.379887E+00  -5.247954E+00  -1.209124E+01  -1.095875E+01  -1.776305E+01  -1.793570E+01  -1.593738E+01  -1.876878E+01  -2.464362E+01  -3.539462E+01  -1.440405E+01  -1.774861E+01  -1.462783E+01  -1.667131E+01  -1.795547E+01
   4.150000E+01   3.039099E+00  -3.027849E+00  -8.523526E+00  -4.634580E+00  -3.619986E+00  -1.445296E+01  -2.000000E+00  -2.850923E+01  -2.856274E+01  -4.322468E+01  -4.388043E+01  -5.326410E+01  -5.866365E+01  -9.240140E+00  -5.894634E+00  -1.544665E+01  -6.606744E+00  -4.396465E+00  -5.282998E+00  -1.204955E+01  -1.094028E+01  -1.774443E+01  -1.799207E+01  -1.597470E+01  -1.873601E+01  -2.459238E+01  -3.532549E+01  -1.442537E+01  -1.778956E+01  -1.463011E+01  -1.665759E+01  -1.793928E+01
   4.250000E+01   3.060213E+00  -3.049255E+00  -8.522074E+00  -4.653761E+00  -3.624338E+00  -1.445974E+01  -2.000000E+00  -2.847931E+01  -2.855548E+01  -4.315806E+01  -4.379176E+01  -5.313320E+01  -5.853828E+01  -9.214772E+00  -5.908783E+00  -1.537905E+01  -6.603425E+00  -4.415181E+00  -5.322512E+00  -1.200275E+01  -1.091949E+01  -1.772344E+01  -1.805583E+01  -1.601703E+01  -1.869931E+01  -2.453488E+01  -3.524782E+01  -1.444962E+01  -1.783585E+01  -1.463292E+01  -1.664232E+01  -1.792129E+01
   4.350000E+01   3.083786E+00  -3.073142E+00  -8.520481E+00  -4.675202E+00  -3.629012E+00  -1.446750E+01  -2.000000E+00  -2.844634E+01  -2.854774E+01  -4.308435E+01  -4.369348E+01  -5.298777E+01  -5.839927E+01  -9.186562E+00  -5.924769E+00  -1.530370E+01  -6.599796E+00  -4.436143E+00  -5.366704E+00  -1.195062E+01  -1.089626E+01  -1.769997E+01  -1.812740E+01  -1.606469E+01  -1.865858E+01  -2.447092E+01  -3.516130E+01  -1.447700E+01  -1.788781E+01  -1.463638E+01  -1.662549E+01  -1.790152E+01
   4.450000E+01   3.109906E+00  -3.099599E+00  -8.518747E+00  -4.698965E+00  -3.633968E+00  -1.447634E+01  -2.000000E+00  -2.841035E+01  -2.853965E+01  -4.300353E+01  -4.358546E+01  -5.282751E+01  -5.824642E+01  -9.155406E+00  -5.942675E+00  -1.522030E+01  -6.595836E+00  -4.459444E+00  -5.415763E+00  -1.189298E+01  -1.087050E+01  -1.767393E+01  -1.820717E+01  -1.611797E+01  -1.861374E+01  -2.440032E+01  -3.506567E+01  -1.450770E+01  -1.794571E+01  -1.464061E+01  -1.660714E+01  -1.787999E+01
