# Time          2.5000E-01
# Units: Mol/m^3 porous medium
    Distance      H+             HPO4--         Al+++          SiO2(aq)       UO2++          Bogusite(aq) 
   5.000000E-01  -5.625694E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.177014E-02   0.000000E+00
   1.500000E+00  -5.625670E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.177008E-02   0.000000E+00
   2.500000E+00  -5.625651E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.177002E-02   0.000000E+00
   3.500000E+00  -5.625370E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176962E-02   0.000000E+00
   4.500000E+00  -5.620505E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.176319E-02   0.000000E+00
   5.500000E+00  -5.566175E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.169159E-02   0.000000E+00
   6.500000E+00  -4.828425E-03   0.000000E+00   0.000000E+00   0.000000E+00   1.069328E-02   0.000000E+00
   7.500000E+00  -8.283233E-04   0.000000E+00   0.000000E+00   0.000000E+00   3.124314E-03   0.000000E+00
   8.500000E+00  -2.837918E-05   0.000000E+00   0.000000E+00   0.000000E+00   1.340883E-04   0.000000E+00
   9.500000E+00  -8.435612E-07   0.000000E+00   0.000000E+00   0.000000E+00   4.020372E-06   0.000000E+00
   1.050000E+01  -2.492393E-08   0.000000E+00   0.000000E+00   0.000000E+00   1.186534E-07   0.000000E+00
   1.150000E+01  -7.536016E-10   0.000000E+00   0.000000E+00   0.000000E+00   3.578676E-09   0.000000E+00
   1.250000E+01  -4.555270E-11   0.000000E+00   0.000000E+00   0.000000E+00   2.154035E-10   0.000000E+00
   1.350000E+01  -2.521200E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.184115E-10   0.000000E+00
   1.450000E+01  -2.488309E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156669E-10   0.000000E+00
   1.550000E+01  -2.524018E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155914E-10   0.000000E+00
   1.650000E+01  -2.576483E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155928E-10   0.000000E+00
   1.750000E+01  -2.647679E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155950E-10   0.000000E+00
   1.850000E+01  -2.741484E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155977E-10   0.000000E+00
   1.950000E+01  -2.862068E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156007E-10   0.000000E+00
   2.050000E+01  -3.013856E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156032E-10   0.000000E+00
   2.150000E+01  -3.201590E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156059E-10   0.000000E+00
   2.250000E+01  -3.430195E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156094E-10   0.000000E+00
   2.350000E+01  -3.704590E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156139E-10   0.000000E+00
   2.450000E+01  -4.029448E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156221E-10   0.000000E+00
   2.550000E+01  -4.408333E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156296E-10   0.000000E+00
   2.650000E+01  -4.843429E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156404E-10   0.000000E+00
   2.750000E+01  -5.334049E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156511E-10   0.000000E+00
   2.850000E+01  -5.876012E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156621E-10   0.000000E+00
   2.950000E+01  -6.460663E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156728E-10   0.000000E+00
   3.050000E+01  -7.074715E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156836E-10   0.000000E+00
   3.150000E+01  -7.700800E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.156942E-10   0.000000E+00
   3.250000E+01  -8.319149E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.157032E-10   0.000000E+00
   3.350000E+01  -8.910329E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.157107E-10   0.000000E+00
   3.450000E+01  -9.458102E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.157165E-10   0.000000E+00
   3.550000E+01  -9.951992E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.157207E-10   0.000000E+00
   3.650000E+01  -1.038895E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157233E-10   0.000000E+00
   3.750000E+01  -1.077424E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157247E-10   0.000000E+00
   3.850000E+01  -1.112155E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157247E-10   0.000000E+00
   3.950000E+01  -1.145265E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157247E-10   0.000000E+00
   4.050000E+01  -1.179610E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157241E-10   0.000000E+00
   4.150000E+01  -1.218947E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157223E-10   0.000000E+00
   4.250000E+01  -1.268719E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157191E-10   0.000000E+00
   4.350000E+01  -1.337357E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157126E-10   0.000000E+00
   4.450000E+01  -1.438339E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.157034E-10   0.000000E+00
   4.550000E+01  -1.591877E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156906E-10   0.000000E+00
   4.650000E+01  -1.812810E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156739E-10   0.000000E+00
   4.750000E+01  -2.038292E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156662E-10   0.000000E+00
   4.850000E+01  -2.165648E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156725E-10   0.000000E+00
   4.950000E+01  -2.224056E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156770E-10   0.000000E+00
   5.050000E+01  -2.253698E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156784E-10   0.000000E+00
   5.150000E+01  -2.270358E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156788E-10   0.000000E+00
   5.250000E+01  -2.280283E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   5.350000E+01  -2.286374E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   5.450000E+01  -2.290164E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   5.550000E+01  -2.292534E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   5.650000E+01  -2.294016E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   5.750000E+01  -2.294941E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   5.850000E+01  -2.295516E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   5.950000E+01  -2.295872E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   6.050000E+01  -2.296091E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   6.150000E+01  -2.296224E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   6.250000E+01  -2.296306E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
   6.350000E+01  -2.296355E-10   0.000000E+00   0.000000E+00   0.000000E+00   1.156789E-10   0.000000E+00
